dim_brows,meta_65,month_14,sentiment_6,YEAR,field_chann,NATIONALITY,dim_376,gjr42,customer_time_of_day,arena,yearval,deviceType,time_of_day_14,time_of_day_info,placeholder,lum19,dim_bro,var_devi,epoch,month_v2,schema_definition,time_of_day,d_518,shipping_method_raw,event_name_field,unitofmeas,start_date,day_of_week_val,day_of_week,definition_22,colour,timeOfDay,user_year,dim_quarter,end_date,startDate,pricing_strategy_data,legal_entity_ident,dim_period_interval,browserUserAgent,CRON_SCHEDULE,devtype,date_time_info,endDate,DATE,lndn38,bpo23,tel_country_code,ethnicityRace,market_value_data,vertical,src_device_type,f_mdwl,BROWSER_USER_AGENT,score_index_data,dateval,x_582,impact,field_qua,cronval,src_data_type,date,v_at,TIME_OF_DAY,user_date,dayOfWeek,dateTime,year_14,channel_raw,START_DATE,formula_expression_6,timeval,attr_925,gouy22,startdt,meta_703,DAY_OF_WEEK,browser,disability_sts,fact_status_state,var_time,month,recurrence,customer_tenant_identifier,MONTH,meta_ho,period_interval_14,cron_schedule_22,fact_middle_name,enddt,emzffz22,time_of_day_22,dte,end_date_2,customer_end_date,quarter_field,isolang,period_interval_info,var_day,from_date,quarter,DATA_LINEAGE,dev_type,field_date,CHANNEL,device_type_info,raw_start_date,end_dte,NUMERIC_RANGE,src_policy_definition,monthval,firefox,score_index,start_dte,quarter_2,month_name,time_of_day_field,field_mar,day_name,mflb50,QUARTER,date_2,DATE_TIME,f_432,SCORE_INDEX,standard_deviation_22,qtrval,fact_month,cnn_features,meta_ok,naics,service_level_agreement_val,end_date_val,raw_modified_at,vrewuw98,MAPPING_TRANSFORM,q1,channel
Edge,2020-04-11,July,Mixed,1991,Email,Canada,Premium,Male,21:11:04,Grand Ballroom,2002,Mobile,04:02:42,14:10:46,{{date}} - {{event}},Q1 2020,Opera,Wearable,FY 2025,August,CREATE TABLE t (id INT PRIMARY KEY),22:44:20,2024,Overnight,Data Expo 2023,ft,2019-06-21,Friday,Tuesday,A formal definition of risk.,Green,01:49:24,2025,Q3 2020,2020-05-18,2019-11-13,Premium,BG1IMNUOVA0OBCP3SB00,2020-2025,Safari,11 13 * * 1-5,Desktop,2023-10-27T00:00:00Z,2023-07-23,2025-02-20,6.24,Tablet,+44,Mixed,"$439,532,224",Finance,Mobile,March,Edge,7.87,2026-09-28,2018-10-24T00:00:00Z,Critical,Q1 2020,50 16 * * *,TIMESTAMP,2026-11-07,2024-11-28,09:15:30,2024-04-24,Tuesday,2025-02-23T00:00:00Z,2000,Mobile,2018-04-05,E = mc²,14:12:13,11:13:29,Europe/London,2018-06-01,Phone,Saturday,Opera,None,approved,15:02:17,March,13 13 * * *,tenant-050,February,43 23 * * 1-5,Q1 2024,"42 11 * * 0,6",U,2022-09-03,Chat,06:23:03,2024-02-02,2021-01-09,2026-07-02,Q2 2026,fr,2020-2025,Monday,2019-07-03,Q3 2023,staging.orders -> reports,IoT,2026-12-09,Web,Tablet,2024-04-09,2023-01-11,27-98,MFA required for admin,November,Brave,9.46,2022-02-03,Q3 2026,January,16:26:46,Competitor Alpine Systems launched CloudGuard,Sunday,8.37,Q3 2023,2024-02-09,2018-05-24T00:00:00Z,923.85,1.72,3.6511,Q3 2021,June,"[-0.1063, 0.032, 0.2464, -0.4309, 0.3282, 0.1913, -0.1786, -0.2216]","41 21 * * 0,6",997472,99.777% uptime,2025-12-09,2023-09-20T12:17:53Z,4705826373,field_a -> target_col,Q3 2024,Social Media
Chrome,2021-04-30,January,Mixed,2001,Social Media,United States,Basic,Male,08:22:58,Stadium,2023,Smart TV,03:48:52,07:43:54,Hello {{name}},Q1 2026,Edge,IoT,H2 2023,March,"{""type"": ""object"", ""properties"": {}}",16:25:25,1997,Freight,Global Summit 2025,°F,2023-02-20,Friday,Friday,A systematic definition of risk.,Black,05:33:46,2009,Q1 2023,2023-04-08,2019-04-16,Value pricing,MIHSIKO1O8ZRSLQORS7J,Q1 2024,Chrome,49 6 * * *,Tablet,2019-07-04T00:00:00Z,2023-12-19,2022-12-26,0.9,Desktop,+91,Black,"$709,124,283",Retail,Mobile,November,Chrome,5.06,2018-09-09,2021-05-24T00:00:00Z,Low,Q3 2021,"29 6 * * 0,6",FLOAT,2023-05-20,2018-11-14,06:36:05,2018-07-24,Sunday,2019-01-23T00:00:00Z,2000,Chat,2018-10-17,F = ma,11:10:10,20:37:27,America/New_York,2024-12-14,Chat,Wednesday,Chrome,None,completed,12:53:22,October,3 20 * * *,tenant-040,April,"58 6 * * 0,6",H2 2023,49 12 * * 1-5,Y,2022-04-13,In-Store,20:28:19,2026-09-05,2022-07-01,2022-12-06,Q4 2023,hi,Jan-Mar,Thursday,2025-12-13,Q2 2020,raw.orders -> reports,IoT,2023-09-22,Web,Tablet,2019-04-17,2026-09-02,23-65,MFA required for admin,June,Opera,8.62,2024-01-06,Q1 2025,May,21:41:03,Competitor Acme Corp launched AuditTrail Plus,Wednesday,3.04,Q3 2023,2019-10-05,2023-09-08T00:00:00Z,334.21,2.87,49.2045,Q4 2020,September,"[-0.523, 0.3041, -0.2965, 0.1439, -0.9142, -0.7967, 0.1218, -0.7218]",43 4 * * 1-5,538388,99.419% uptime,2024-06-13,2026-04-23 06:11:04,39761831,field_a -> output,Q2 2026,In-Store
Edge,2020-12-06,September,Positive,2015,Web,India,Basic,Female,08:30:07,Convention Center,2006,Wearable,08:17:23,04:15:36,Hello {{name}},Q2 2024,Firefox,Smart TV,Jan-Mar,March,"{""type"": ""object"", ""properties"": {}}",07:12:24,2010,Standard,Tech Conference 2025,kg,2024-10-08,Thursday,Wednesday,A systematic definition of data quality.,Red,21:38:50,1994,Q2 2022,2025-12-20,2020-04-29,Premium,9KKEE20M91T8AXFG1H9E,Q1 2024,Opera,53 0 * * *,Smart TV,2025-11-02T00:00:00Z,2026-08-13,2025-08-09,9.27,Desktop,+91,Other,"$3,088,549",Finance,Tablet,September,Chrome,1.11,2019-09-30,2026-04-29T00:00:00Z,Low,Q4 2023,36 14 * * *,VARCHAR,2018-09-05,2023-06-14,21:07:07,2025-02-03,Wednesday,2022-02-03T00:00:00Z,2005,Web,2019-12-22,A = πr²,12:58:55,20:32:15,EST,2022-02-18,Web,Friday,Firefox,Cognitive,completed,16:40:25,August,24 20 * * 1-5,tenant-022,May,55 1 * * *,Q1 2024,6 16 * * 1-5,E,2020-06-26,Web,05:07:20,2026-07-11,2023-10-23,2022-01-11,Q3 2024,ko,Q1 2024,Friday,2022-05-05,Q2 2022,raw.events -> reports,Tablet,2020-12-26,Chat,Desktop,2020-05-30,2026-02-05,27-62,PII encrypted at rest,May,Edge,3.74,2024-09-16,Q1 2024,July,08:42:15,Competitor Meridian Health launched CloudGuard,Saturday,2.72,Q1 2020,2020-05-14,2026-07-03T00:00:00Z,915.35,0.41,32.19,Q2 2023,March,"[0.0471, 0.7932, -0.457, 0.156, -0.057, 0.6996, -0.3299, 0.404]","28 20 * * 0,6",845573,99.008% uptime,2023-06-15,2021-07-23 19:03:58,27711598,input -> field_b,Q1 2024,Mobile
Firefox,2024-10-19,February,Negative,1994,Email,United Kingdom,Free,Female,05:37:38,Stadium,2008,Desktop,05:48:31,09:22:11,Dear {{customer}},Q4 2022,Firefox,IoT,Jan-Mar,February,message Msg { string id = 1; },10:21:59,2009,Economy,Data Forum 2020,ft,2018-01-24,Tuesday,Wednesday,A systematic definition of data quality.,White,01:54:01,2025,Q3 2024,2021-08-28,2020-06-19,Penetration,SEMEA72U8OKMUPI81IKD,Q1 2024,Chrome,5 5 * * 1-5,Tablet,2022-01-12T00:00:00Z,2021-10-08,2025-10-05,3.08,Smart TV,+81,Hispanic,"$812,132,899",Technology,Mobile,June,Safari,6.92,2019-08-26,2022-08-04T00:00:00Z,Info,Q4 2026,21 18 * * *,VARCHAR,2019-09-28,2026-10-17,17:28:17,2026-09-05,Monday,2025-10-07T00:00:00Z,1996,Email,2021-07-13,E = mc²,05:37:12,09:53:59,PST,2020-09-06,Web,Thursday,Edge,Hearing,cancelled,02:57:44,June,6 1 * * 1-5,tenant-042,January,34 12 * * 1-5,H2 2023,"58 2 * * 0,6",G,2019-04-17,Web,19:48:07,2021-10-05,2019-03-21,2018-07-06,Q4 2025,zh,Jan-Mar,Saturday,2024-07-05,Q1 2022,raw.users -> exports,IoT,2023-07-20,Mobile,IoT,2023-11-13,2025-02-01,32-89,MFA required for admin,September,Brave,5.94,2024-05-09,Q2 2026,February,23:03:01,Competitor Pioneer Software launched FlexPay Platform,Sunday,3.2,Q3 2021,2020-01-06,2019-12-31T00:00:00Z,437.1,2.79,35.472,Q3 2022,August,"[0.5667, 0.4265, 0.0866, -0.9518, 0.5787, -0.9671, -0.11, -0.1318]",35 10 * * *,606406,99.036% uptime,2025-05-29,2018-12-21 14:45:15,0499527261,source_col -> target_col,Q1 2021,Chat
Edge,2022-11-10,September,Negative,2021,Social Media,Sweden,Premium,Unisex,19:37:07,Convention Center,1997,IoT,13:14:37,14:13:03,{{date}} - {{event}},Q1 2026,Safari,IoT,Jan-Mar,March,message Msg { string id = 1; },13:50:23,1995,Express,Annual Summit 2020,°F,2026-08-19,Monday,Thursday,A systematic definition of data quality.,Blue,18:41:23,2015,Q4 2020,2026-05-29,2026-06-03,Cost-plus 25%,YDCYWGC2UC77KNUTLRXG,Q1 2024,Opera,"20 1 * * 0,6",IoT,2024-04-11T00:00:00Z,2022-08-23,2019-07-30,0.43,Mobile,+61,Black,"$608,927,840",Retail,Smart TV,September,Safari,5.3,2024-09-28,2019-06-30T00:00:00Z,Info,Q2 2025,3 8 * * 1-5,BOOLEAN,2026-03-29,2023-06-01,20:31:42,2019-04-16,Saturday,2018-11-15T00:00:00Z,2000,Mobile,2023-04-02,A = πr²,09:49:12,00:34:56,Europe/London,2021-09-07,In-Store,Tuesday,Firefox,None,cancelled,21:54:48,May,40 14 * * 1-5,tenant-020,February,24 21 * * 1-5,FY 2025,26 23 * * 1-5,V,2021-02-08,Email,12:00:08,2022-12-11,2026-09-12,2021-02-28,Q3 2023,pt,Q1 2024,Friday,2018-10-23,Q1 2020,staging.users -> analytics,IoT,2021-05-25,Chat,Wearable,2026-10-30,2026-09-01,47-60,Data retained for 7 years,November,Chrome,1.0,2019-06-08,Q3 2026,March,09:30:20,Competitor Acme Corp launched Sentinel Monitor,Friday,0.64,Q4 2025,2021-12-28,2019-08-06T00:00:00Z,702.74,2.14,19.0114,Q3 2022,January,"[-0.6354, 0.8919, 0.0005, 0.9122, 0.1955, -0.1015, 0.079, -0.8138]",40 14 * * 1-5,711545,99.67% uptime,2020-05-16,2024-08-20 13:01:34,2070116469,field_a -> output,Q2 2024,Web
Edge,2025-03-15,February,Negative,1997,Web,South Korea,Trial,Unisex,08:36:01,Amphitheater,2026,IoT,06:33:36,13:19:35,Hello {{name}},Q3 2024,Safari,Smart TV,Jan-Mar,July,message Msg { string id = 1; },05:45:32,2022,Express,Data Forum 2025,L,2021-12-26,Monday,Wednesday,A operational definition of risk.,White,06:06:04,2021,Q1 2021,2023-07-11,2020-05-13,Premium,XBOHDKPIK8674YMNCQKK,FY 2025,Edge,24 11 * * 1-5,Tablet,2019-08-22T00:00:00Z,2020-12-06,2019-12-03,7.52,Smart TV,+44,Hispanic,"$116,313,692",Education,Tablet,February,Chrome,1.5,2022-12-02,2026-03-08T00:00:00Z,Medium,Q4 2021,"40 20 * * 0,6",BOOLEAN,2022-01-18,2019-06-08,05:34:47,2026-12-04,Friday,2026-11-01T00:00:00Z,2015,Email,2024-10-20,F = ma,16:26:01,16:10:42,UTC,2020-07-07,Chat,Monday,Firefox,Cognitive,cancelled,16:25:20,April,"39 6 * * 0,6",tenant-019,January,"31 2 * * 0,6",FY 2025,58 0 * * 1-5,H,2019-09-11,Chat,07:27:18,2023-06-20,2018-12-08,2021-05-20,Q2 2024,ko,Jan-Mar,Sunday,2021-02-16,Q3 2022,staging.events -> reports,IoT,2020-08-18,Phone,Tablet,2018-01-08,2025-03-26,25-54,PII encrypted at rest,July,Opera,5.26,2023-10-23,Q2 2021,January,19:01:49,Competitor Alpine Systems launched FlexPay Platform,Thursday,7.09,Q4 2025,2021-04-03,2023-05-14T00:00:00Z,337.12,6.31,1.652,Q2 2021,February,"[1.0104, 0.28, -0.6068, -0.4014, -0.8995, 0.6675, 0.4075, -0.0376]",8 20 * * 1-5,191868,99.02% uptime,2025-08-27,2021-08-02 03:43:16,32012632,source_col -> target_col,Q2 2022,Mobile
Edge,2022-01-24,December,Mixed,2011,Mobile,India,Standard,Unisex,01:04:01,Conference Hall,1998,IoT,09:28:26,04:40:23,Dear {{customer}},Q1 2024,Firefox,Desktop,Q1 2024,November,message Msg { string id = 1; },00:11:50,1996,Overnight,Data Forum 2025,°C,2026-04-26,Tuesday,Tuesday,A formal definition of compliance.,Green,19:33:58,2010,Q2 2020,2026-05-09,2020-09-01,Penetration,CUE0GREU8YHIAEON1STV,H2 2023,Chrome,14 9 * * *,Wearable,2021-05-24T00:00:00Z,2019-07-26,2019-09-23,5.1,Tablet,+33,Other,"$240,239,380",Education,Tablet,May,Edge,8.34,2025-08-15,2019-07-25T00:00:00Z,Info,Q4 2022,57 20 * * *,TEXT,2021-04-27,2024-11-14,10:48:44,2024-05-12,Thursday,2026-10-19T00:00:00Z,2021,Phone,2019-06-28,BMI = kg/m²,02:54:40,14:02:12,America/New_York,2022-02-05,Phone,Thursday,Firefox,None,cancelled,03:49:30,September,"56 3 * * 0,6",tenant-018,December,5 23 * * *,FY 2025,5 9 * * 1-5,S,2023-04-11,Social Media,07:39:03,2020-06-12,2023-11-09,2025-12-26,Q1 2026,zh,Jan-Mar,Wednesday,2020-11-28,Q4 2024,curated.users -> analytics,Desktop,2026-11-16,In-Store,IoT,2021-06-08,2022-02-16,31-64,Data retained for 7 years,January,Chrome,4.29,2020-01-24,Q2 2021,February,17:44:53,Competitor Acme Corp launched FlexPay Platform,Monday,6.4,Q2 2020,2024-08-17,2025-03-05T00:00:00Z,251.03,7.27,45.1783,Q3 2025,October,"[0.4701, -0.0556, -0.1086, -0.8192, 0.0792, -0.3039, -0.29, 0.1191]","47 1 * * 0,6",617101,99.438% uptime,2020-01-29,2019-05-09 21:58:29,803643849676,field_a -> target_col,Q4 2024,Web
Chrome,2019-07-03,November,Positive,1994,Phone,Switzerland,Standard,Male,08:17:30,Amphitheater,2014,Smart TV,14:53:01,10:52:06,Hello {{name}},Q4 2022,Chrome,IoT,FY 2025,February,CREATE TABLE t (id INT PRIMARY KEY),21:46:20,2013,Standard,Annual Conference 2024,L,2018-12-20,Saturday,Wednesday,A formal definition of data quality.,Blue,18:49:52,2022,Q3 2024,2025-05-19,2024-02-13,Cost-plus 25%,MI01Q5UTY08UFW8FWXYX,H2 2023,Firefox,13 20 * * 1-5,Mobile,2018-11-23T00:00:00Z,2020-05-19,2024-04-05,1.01,Desktop,+44,Mixed,"$513,914,566",Education,Desktop,July,Edge,7.38,2020-02-29,2026-01-10T00:00:00Z,Medium,Q4 2025,"15 3 * * 0,6",INTEGER,2020-01-09,2020-09-26,02:05:16,2019-03-09,Saturday,2026-02-12T00:00:00Z,1994,Mobile,2026-11-14,A = πr²,14:45:03,23:16:25,JST,2023-06-11,Web,Friday,Opera,Hearing,rejected,22:35:31,October,"51 0 * * 0,6",tenant-020,June,23 19 * * 1-5,FY 2025,59 1 * * 1-5,E,2024-01-16,Chat,09:57:59,2026-11-29,2024-03-22,2025-08-06,Q3 2026,es,Jan-Mar,Wednesday,2020-10-03,Q2 2020,staging.users -> exports,Wearable,2025-05-06,In-Store,IoT,2024-01-17,2024-03-19,46-92,PII encrypted at rest,December,Chrome,9.74,2026-01-06,Q2 2026,March,06:56:41,Competitor Skyline Partners launched AuditTrail Plus,Monday,4.54,Q3 2024,2023-09-08,2020-12-28T00:00:00Z,829.61,0.27,35.2383,Q2 2021,May,"[0.2336, 0.0505, 0.1713, 0.1755, 0.1625, 0.5146, -0.2247, 0.0501]",42 11 * * 1-5,636920,99.687% uptime,2023-07-17,2025-01-21 14:13:30,14891824,input -> output,Q2 2023,Email
Brave,2020-05-30,August,Mixed,2018,Web,Israel,Free,Male,14:44:46,Stadium,2020,Desktop,12:31:46,07:44:10,Hello {{name}},Q2 2026,Firefox,Mobile,H2 2023,October,message Msg { string id = 1; },06:10:35,1999,Freight,Tech Summit 2026,lb,2019-10-01,Wednesday,Friday,A operational definition of data quality.,Orange,22:13:13,1997,Q2 2023,2023-10-07,2024-06-01,Value pricing,RSBCP4FNKOL2G1I1AFZE,Jan-Mar,Brave,"3 6 * * 0,6",Mobile,2018-07-27T00:00:00Z,2020-02-25,2024-12-12,0.24,Smart TV,+81,Hispanic,"$336,603,711",Manufacturing,Tablet,January,Firefox,4.97,2021-06-01,2025-04-25T00:00:00Z,Medium,Q1 2024,47 14 * * *,BOOLEAN,2021-08-14,2024-01-07,11:14:31,2025-04-01,Friday,2019-09-23T00:00:00Z,2002,Social Media,2023-02-09,A = πr²,13:15:04,23:05:01,EST,2025-03-30,Web,Thursday,Chrome,Mobility,failed,18:04:51,December,55 0 * * 1-5,tenant-013,November,43 12 * * *,Jan-Mar,"57 18 * * 0,6",A,2018-07-05,Chat,20:34:52,2020-03-18,2022-05-09,2025-08-04,Q3 2022,ko,Jan-Mar,Wednesday,2023-10-12,Q2 2026,raw.events -> exports,Desktop,2024-01-12,Mobile,Smart TV,2025-09-20,2023-10-14,37-55,MFA required for admin,August,Edge,4.82,2019-09-14,Q4 2026,May,03:01:28,Competitor Acme Corp launched VaultKeeper,Monday,5.73,Q4 2021,2026-02-13,2019-07-16T00:00:00Z,473.79,3.75,22.8641,Q2 2023,December,"[0.2006, 0.4831, -0.3193, 0.6327, 0.3223, 0.443, -0.1092, 0.5956]",34 6 * * 1-5,848240,99.748% uptime,2018-03-10,2022-09-05 05:50:44,90742160,input -> field_b,Q4 2022,Email
Safari,2025-11-22,January,Neutral,2026,Mobile,Spain,Enterprise,Male,07:22:07,Stadium,2007,Wearable,21:44:02,08:11:34,{{date}} - {{event}},Q4 2024,Edge,Tablet,2020-2025,April,CREATE TABLE t (id INT PRIMARY KEY),02:39:03,1991,Economy,Data Forum 2026,L,2020-06-23,Sunday,Sunday,A systematic definition of risk.,Brown,20:57:22,2022,Q3 2024,2025-07-09,2022-03-31,Premium,GQ0K3QHMONZXW7Z97OF2,2020-2025,Edge,"10 3 * * 0,6",Mobile,2021-02-20T00:00:00Z,2023-02-04,2018-01-23,8.79,Tablet,+1,Black,"$174,402,126",Healthcare,Tablet,March,Safari,9.46,2019-11-17,2019-07-27T00:00:00Z,High,Q1 2020,35 8 * * 1-5,INTEGER,2021-10-10,2023-03-20,03:03:53,2023-03-19,Saturday,2026-08-16T00:00:00Z,2017,Social Media,2018-03-07,E = mc²,23:16:27,14:23:48,EST,2020-10-09,Email,Sunday,Firefox,Mobility,pending,08:50:03,July,27 0 * * 1-5,tenant-025,February,18 9 * * 1-5,Q1 2024,2 7 * * 1-5,T,2021-07-03,Phone,21:50:50,2018-06-27,2026-11-06,2018-10-18,Q4 2023,hi,H2 2023,Thursday,2024-12-12,Q1 2022,raw.users -> analytics,Desktop,2022-02-19,Chat,Tablet,2026-10-21,2025-03-09,6-71,MFA required for admin,November,Safari,3.23,2023-05-17,Q2 2025,December,02:57:44,Competitor Alpine Systems launched CloudGuard,Friday,4.08,Q2 2022,2020-06-20,2022-04-05T00:00:00Z,281.67,9.76,1.023,Q2 2022,June,"[-0.5019, 0.5596, 0.5017, 0.4015, 0.3165, -0.5018, -0.8121, -0.222]",38 1 * * *,331016,99.519% uptime,2024-12-30,2020-12-01T19:10:05Z,4084587081,source_col -> field_b,Q3 2026,Mobile
Brave,2020-08-07,January,Neutral,1994,Chat,Japan,Enterprise,Female,22:04:17,Convention Center,1996,Tablet,16:07:42,19:28:49,Hello {{name}},Q3 2021,Chrome,Tablet,H2 2023,February,"{""type"": ""object"", ""properties"": {}}",17:45:25,2006,Overnight,Annual Expo 2023,kg,2021-05-15,Sunday,Saturday,A operational definition of compliance.,Green,13:07:08,1998,Q4 2022,2025-11-25,2020-03-17,Penetration,TC08LY0MFSXF69RYAXOV,Q1 2024,Firefox,1 22 * * *,Tablet,2024-10-04T00:00:00Z,2021-05-07,2023-07-17,7.84,Wearable,+81,Asian,"$428,704,605",Finance,Mobile,August,Opera,5.76,2023-05-01,2020-05-06T00:00:00Z,Low,Q4 2023,"12 14 * * 0,6",TEXT,2021-10-17,2020-01-08,16:21:02,2022-05-25,Sunday,2018-03-07T00:00:00Z,1993,Phone,2019-04-26,E = mc²,06:09:44,12:24:19,CET,2019-10-13,Social Media,Tuesday,Edge,None,completed,22:30:49,May,"19 10 * * 0,6",tenant-040,October,"22 22 * * 0,6",H2 2023,49 7 * * 1-5,P,2021-12-17,Chat,21:40:46,2023-06-12,2026-07-06,2020-03-20,Q4 2020,es,H2 2023,Sunday,2026-01-02,Q1 2021,curated.users -> analytics,Mobile,2020-01-07,Phone,Smart TV,2022-09-18,2021-04-29,0-89,MFA required for admin,February,Safari,1.8,2022-07-12,Q4 2025,October,14:25:37,Competitor Acme Corp launched CloudGuard,Thursday,4.42,Q2 2020,2018-04-13,2020-03-27T00:00:00Z,527.42,0.99,14.0174,Q2 2023,August,"[0.4086, 0.2874, -0.4175, 0.5001, 0.395, 0.4253, 0.2833, 0.9216]",12 13 * * *,496294,99.507% uptime,2025-09-30,2023-11-07 19:34:21,7415203544,input -> output,Q2 2024,Mobile
Chrome,2020-12-15,May,Positive,1996,Mobile,Brazil,Premium,Female,21:57:35,Conference Hall,2021,Wearable,17:20:48,08:36:14,Order #{{id}},Q2 2022,Safari,Desktop,2020-2025,June,message Msg { string id = 1; },10:33:30,2018,Overnight,Data Conference 2025,L,2021-03-03,Saturday,Tuesday,A operational definition of risk.,Purple,09:49:42,2013,Q4 2023,2026-09-12,2026-11-04,Premium,9EFOLLQD3GCRDOS3N36L,Q1 2024,Opera,46 14 * * 1-5,Mobile,2026-03-18T00:00:00Z,2024-11-25,2024-07-28,0.94,IoT,+33,Other,"$400,028,938",Energy,IoT,July,Safari,6.59,2018-11-21,2026-12-23T00:00:00Z,High,Q2 2024,21 11 * * *,JSON,2025-01-10,2026-02-01,02:10:11,2024-01-06,Sunday,2025-12-25T00:00:00Z,2009,Social Media,2025-11-25,A = πr²,09:24:35,06:31:02,JST,2018-10-18,Web,Friday,Opera,None,active,07:09:00,March,25 21 * * *,tenant-050,July,7 9 * * *,H2 2023,0 11 * * 1-5,F,2025-08-08,Web,13:40:33,2022-01-31,2021-11-24,2019-05-06,Q2 2020,zh,H2 2023,Monday,2023-11-27,Q4 2021,raw.events -> analytics,Tablet,2022-09-24,In-Store,Mobile,2018-08-19,2019-01-10,29-77,PII encrypted at rest,July,Edge,3.66,2021-09-18,Q2 2021,December,09:30:51,Competitor Pioneer Software launched SmartHub X1,Thursday,1.01,Q4 2024,2024-11-12,2020-11-25T00:00:00Z,912.94,4.93,6.5112,Q2 2021,March,"[-0.9599, -0.4255, -0.0594, -0.2108, 0.4579, 1.0698, -0.3973, -0.0475]",54 21 * * *,662334,99.141% uptime,2025-05-09,2025-03-20T15:02:01Z,7769620418,input -> field_b,Q2 2024,Mobile
Edge,2024-10-08,September,Mixed,2024,Email,Mexico,Premium,Female,21:12:34,Convention Center,1998,Tablet,08:13:28,18:21:47,Dear {{customer}},Q4 2026,Brave,Tablet,H2 2023,July,"{""type"": ""object"", ""properties"": {}}",01:55:23,2005,Freight,Global Conference 2020,L,2022-07-28,Sunday,Monday,A operational definition of compliance.,Red,18:56:57,2002,Q2 2020,2023-08-10,2021-12-21,Value pricing,1Q4PGPC27H57TF2PFI01,H2 2023,Chrome,"56 2 * * 0,6",Mobile,2019-01-10T00:00:00Z,2024-05-09,2020-09-18,3.02,IoT,+81,Other,"$620,129,404",Manufacturing,IoT,February,Safari,5.27,2018-10-15,2024-12-10T00:00:00Z,High,Q4 2023,54 1 * * *,JSON,2019-08-15,2019-12-21,14:31:42,2022-12-13,Thursday,2018-01-03T00:00:00Z,2010,Phone,2020-12-15,BMI = kg/m²,15:58:40,10:07:58,EST,2018-09-25,Phone,Sunday,Firefox,Cognitive,cancelled,09:24:28,September,59 20 * * *,tenant-045,December,27 22 * * *,Q1 2024,17 8 * * *,U,2021-10-19,Web,03:04:53,2025-11-13,2018-04-18,2026-03-14,Q3 2020,de,H2 2023,Monday,2018-11-27,Q3 2022,raw.events -> analytics,Desktop,2024-06-11,Chat,IoT,2025-04-02,2022-06-21,7-97,PII encrypted at rest,April,Safari,5.74,2020-06-29,Q1 2020,August,04:32:16,Competitor Beacon Analytics launched Sentinel Monitor,Wednesday,3.53,Q1 2021,2023-09-23,2026-08-26T00:00:00Z,905.25,9.59,4.8043,Q2 2023,November,"[0.0796, 0.4714, -0.0991, -0.8855, 0.1898, 0.109, 0.0321, -0.066]",19 11 * * *,661340,99.28% uptime,2021-02-21,2023-04-27 07:34:17,80596100,source_col -> target_col,Q1 2025,Phone
Firefox,2022-09-04,November,Positive,2010,Mobile,United Kingdom,Free,Female,05:23:32,Stadium,2026,Mobile,12:19:17,01:16:36,Order #{{id}},Q2 2025,Opera,Tablet,FY 2025,February,CREATE TABLE t (id INT PRIMARY KEY),07:58:51,2021,Overnight,Annual Conference 2023,gal,2018-01-06,Friday,Tuesday,A systematic definition of data quality.,Purple,08:36:03,2005,Q4 2024,2018-05-29,2021-12-18,Market-based,NXVYDE2CWSYZAZ0FAM06,2020-2025,Brave,"19 14 * * 0,6",Desktop,2021-03-25T00:00:00Z,2023-12-23,2023-05-13,3.44,IoT,+55,Black,"$640,794,000",Healthcare,IoT,June,Opera,3.13,2022-02-05,2022-09-15T00:00:00Z,Info,Q3 2022,"25 5 * * 0,6",VARCHAR,2026-05-16,2025-12-08,21:29:21,2025-05-04,Thursday,2021-09-11T00:00:00Z,2004,Social Media,2022-08-15,PV = nRT,00:33:55,00:18:11,PST,2022-09-01,Web,Monday,Chrome,Hearing,failed,07:06:41,January,"18 14 * * 0,6",tenant-030,September,"27 10 * * 0,6",H2 2023,14 11 * * *,A,2026-05-25,Mobile,07:47:36,2018-07-03,2022-04-15,2022-01-31,Q4 2021,ko,2020-2025,Friday,2026-07-22,Q2 2020,curated.orders -> exports,Desktop,2019-09-16,Mobile,IoT,2026-05-10,2026-04-14,5-81,MFA required for admin,August,Brave,8.0,2026-03-12,Q4 2024,October,23:59:33,Competitor Acme Corp launched CloudGuard,Saturday,8.45,Q2 2021,2025-10-05,2022-09-05T00:00:00Z,122.19,0.88,23.7409,Q3 2026,July,"[-0.0486, 0.0, 0.0022, 0.2877, -0.9367, 0.0715, 0.0994, 0.7999]","12 22 * * 0,6",687822,99.249% uptime,2022-12-20,2025-02-18T13:50:31Z,5928472859,input -> output,Q1 2024,Mobile
